title,company,url,description,published,source
Clo Virtual Fashion: DevOps Engineer,Unknown,https://weworkremotely.com/remote-jobs/clo-virtual-fashion-devops-engineer,"<p>
  <strong>Headquarters:</strong> Seoul
</p>

<div class=""content""><div class=""section-wrapper page-full-width""><div class=""section page-centered""><div>클로버추얼패션 (CLO Virtual Fashion)은 3D 의상 시뮬레이션 알고리즘을 기반으로, 컨셉부터 디자인, 제조, 마케팅, 피팅, 스타일링까지 의상과 관련된 모든 서비스를 제공합니다.</div><div><br /></div><div>2009년 설립된 클로버추얼패션은 디지털 패션의 새로운 생태계를 만들어 가고 있습니다.</div><div>의상 디자인 소프트웨어 CLO, Marvelous Designer, Jinny 와 함께, CLO-SET, CONNECT와 같은 의상 콘텐츠에 특화된 플랫폼으로 의상의 모든 여정에 관여함으로써, 효율적이고 지속 가능한 워크플로우를 구축하고 있습니다. 뿐만 아니라, 당사 솔","Wed, 29 Apr 2026 20:31:44 +0000",weworkremotely.com
Kraken: Product Director,Unknown,https://weworkremotely.com/remote-jobs/kraken-product-director,"<p>
  <strong>Headquarters:</strong> London
</p>

<div class=""content""><div class=""section-wrapper page-full-width""><div class=""section page-centered""><div><span>Help us use technology to make a big green dent in the universe!</span></div><div><br /></div><div><a class=""postings-link"" href=""https://kraken.tech/"">Kraken</a><span>&nbsp;powers some of the most innovative global developments in energy.</span></div><div><br /></div><div><span>We’re a technology company focused on creating a smart, su","Wed, 29 Apr 2026 20:31:28 +0000",weworkremotely.com
Hrtx: Full Stack Developer,Unknown,https://weworkremotely.com/remote-jobs/hrtx-full-stack-developer,"<p>
  <strong>Headquarters:</strong> Makati Metro Manila Philippines
</p>

<ul><li>This is a Senior Developer role with excellent growth potential</li><li>Enjoy our flexibility and hybrid working solutions</li><li>Work with a team of enthusiastic and technology driven professionals</li></ul> <p><strong>Full Stack Developer</strong></p> <p>We are an agile, high performing development team who is responsible for the software delivery and support of a business-critical platform, an application that","Wed, 29 Apr 2026 20:31:28 +0000",weworkremotely.com
Hypervolt: Customer Support Executive,Unknown,https://weworkremotely.com/remote-jobs/hypervolt-customer-support-executive,"<p>
  <strong>Headquarters:</strong> London, United Kingdom
</p>

<div class=""ATS_htmlPreview""><h1><strong><span>About Hypervolt Limited</span></strong></h1><p><span>Hypervolt is at the forefront of the electric vehicle charging revolution, dedicated to providing innovative and reliable EV charging solutions. We launched in 2021 with the bold ambition to transform the EV charging space through a relentless focus on the customer experience, great software, and beautifully designed British hardwar","Wed, 29 Apr 2026 20:31:17 +0000",weworkremotely.com
B12: Senior Product Designer (Remote),Unknown,https://weworkremotely.com/remote-jobs/b12-senior-product-designer-remote,"<p>
  <strong>Headquarters:</strong> Spain, Mexico, Portugal, India
</p>

<div class=""job__description body""><div><h3><strong>The role</strong></h3><br /><p>We are an early-stage startup that is hiring an experienced Senior Product Designer to support our growing Product team. We are looking to bring on an individual who wants to positively impact the customer experience through the design of our products. From designing brand new product experiences to collaborating with engineers during implem","Wed, 29 Apr 2026 08:35:24 +0000",weworkremotely.com
Perforce: Product Manager,Unknown,https://weworkremotely.com/remote-jobs/perforce-product-manager,"<p>
  <strong>Headquarters:</strong> Ottawa, ON
</p>

<div class=""content""><div class=""section-wrapper page-full-width""><div class=""section page-centered""><div><span>Perforce is a community of collaborative experts, problem solvers, and possibility seekers who believe work should be both challenging and fun. We are proud to inspire creativity, foster belonging, support collaboration, and encourage wellness. At Perforce, you’ll work with and learn from some of the best and brightest in business. ","Wed, 29 Apr 2026 08:35:11 +0000",weworkremotely.com
Hrtx: DevOps Engineer,Unknown,https://weworkremotely.com/remote-jobs/hrtx-devops-engineer,"<p>
  <strong>Headquarters:</strong> NCR Philippines
</p>

<h3>Job brief</h3> <p>We are looking for a <strong>DevOps Engineer</strong> to join an international team supporting large-scale digital engineering initiatives. The role focuses on developing, maintaining, and improving CI/CD pipelines and infrastructure to support modern software applications across web, cloud, and embedded platforms. You'll be working in a dynamic environment that applies <strong>Scaled Agile (SAFe)</strong> methodolo","Wed, 29 Apr 2026 08:35:08 +0000",weworkremotely.com
World Data Lab: DevOps Engineer (m/f/d),Unknown,https://weworkremotely.com/remote-jobs/world-data-lab-devops-engineer-m-f-d,"<p>
  <strong>Headquarters:</strong> Remote
</p>

World Data Lab (WDL) Tech team is building next-generation data analytics platforms for private sector clients, while also delivering data-driven solutions for sustainable development goals (SDGs). Our engineering team consists of skilled frontend and backend developers, data engineer, and QA specialist, all collaborating across borders to build resilient, scalable, and innovative data products. We work at the intersection of cloud infrastructure","Wed, 29 Apr 2026 08:34:56 +0000",weworkremotely.com
Prodevelop: Full Stack Developer,Unknown,https://weworkremotely.com/remote-jobs/prodevelop-full-stack-developer,"<p>
  <strong>Headquarters:</strong> Valencia
</p>

<br /><ul><li>Develop and maintain web applications using Vue.js as a frontend framework, as well as backend technologies such as Java, Node.js or similar.</li><li>Work with relational databases such as PostgreSQL, Oracle or SQL Server, writing queries, designing schemas and managing data.</li><li>Be familiar with and apply knowledge of the Spring Framework (if working with Java) for the development of robust and scalable backend applications.<","Wed, 29 Apr 2026 08:34:56 +0000",weworkremotely.com
Amiqus: Product Manager,Unknown,https://weworkremotely.com/remote-jobs/amiqus-product-manager,"<p>
  <strong>Headquarters:</strong> Remote - UK,Clockwise Edinburgh
</p>

<p>Amiqus is the UK’s most trusted compliance and onboarding platform, enabling simple, fast and secure access to products and services online. Whether moving home, changing jobs or looking for professional help, our software makes it easy for everyone involved.</p><br /><p>We’re trusted by Governments, NHS, Banks and 600+ regulated organisations across sectors in the UK to help people get to work on the things that matte","Wed, 29 Apr 2026 08:34:47 +0000",weworkremotely.com
Confidential: DevOps Engineer,Unknown,https://weworkremotely.com/remote-jobs/confidential-devops-engineer,"<p>
  <strong>Headquarters:</strong> London
</p>

<div class=""job-details_jobDescription__1dErB job-details_jobSection__1snwj""><div> <p><strong>DevOps Engineer Consultant - Remote Working </strong></p> <p>Lynx are currently working with a large IT consultancy to help them source a DevOps Engineer Consultant. Our client is large global Consultancy who work with enterprise clients, solving their business and technology problems using cutting edge Solutions.</p> <p>Responsibilities:</p> <ul> <li>En","Wed, 29 Apr 2026 08:33:57 +0000",weworkremotely.com
Glean: Product Management Lead,Unknown,https://weworkremotely.com/remote-jobs/glean-product-management-lead,"<p>
  <strong>Headquarters:</strong> Palo Alto, CA
</p>

<div class=""job__description body""><div><div class=""section page-centered""><br /><div><br /><div><strong>About Glean</strong></div><br /><div><br /><p>We’re on a mission to make knowledge work faster and more humane. We believe that AI will fundamentally transform how people work. In the future, everyone will work in tandem with expert AI assistants who find knowledge, create and synthesize information, and execute work. These assistants w","Wed, 29 Apr 2026 08:33:45 +0000",weworkremotely.com
Mytime: Product Manager,Unknown,https://weworkremotely.com/remote-jobs/mytime-product-manager,"<p>
  <strong>Headquarters:</strong> 5792 W Jefferson Blvd, Los Angeles, CA 90016, USA
</p>

<div><div><p class=""googlejobs-paragraph--empty""></p><h2 class=""title"">Company Description</h2></div><div class=""wysiwyg""><p>MyTime is a fully integrated scheduling, payments, and automated marketing platform, specializing in large multi-location chains and franchises. Our mission critical software -- which includes in-store scheduling and online booking, client record management, email and SMS marketing","Wed, 29 Apr 2026 08:33:45 +0000",weworkremotely.com
ellow Talent Marketplaces Pvt: Java Full Stack Developer,Unknown,https://weworkremotely.com/remote-jobs/ellow-talent-marketplaces-pvt-java-full-stack-developer,"<p>
  <strong>Headquarters:</strong> Kanayannur, Kerala, 682042, India
</p>

<span><div>Java Full Stack Developer <br /></div><div><br /></div><div>Client Project<br /></div><div><br /></div><div>Remote<br /></div><div><br /></div><div>Permanent Hiring<br /></div><div><br /></div><div>5+<br /></div><div><br /></div><div>Java, Angular, AWSJava Full Stack: <br /></div><div><br /></div><div>We are looking for an SR Software Development Engineer JAVA who will:<br /></div><div><br /></div><div>Design","Wed, 29 Apr 2026 08:33:25 +0000",weworkremotely.com
"Speechify: Software Engineer, iOS Core Product",Unknown,https://weworkremotely.com/remote-jobs/speechify-software-engineer-ios-core-product,"<p>
  <strong>Headquarters:</strong> Remote
</p>

<p>The mission of Speechify is to make sure that reading is never a barrier to learning.</p><br /><p>Over 30 million people use Speechify’s text-to-speech products to turn whatever they’re reading – PDFs, books, Google Docs, news articles, websites – into audio, so they can read faster, read more, and remember more. Speechify’s text-to-speech reading products include its iOS app, Android App, Mac App, Chrome Extension, and Web App. Google recentl","Wed, 29 Apr 2026 08:32:17 +0000",weworkremotely.com
"Horizon Assset Investments: Front-End Developer (Full-Time, Remote)",Unknown,https://weworkremotely.com/remote-jobs/horizon-assset-investments-front-end-developer-full-time-remote,"<img src=""https://we-work-remotely.imgix.net/logos/0171/4987/logo.gif?ixlib=rails-4.0.0&amp;w=50&amp;h=50&amp;dpr=2&amp;fit=fill&amp;auto=compress"" />

<p>
  <strong>Headquarters:</strong> Remote
    <br /><strong>URL:</strong> <a href=""https://www.horizonassetinvestments.com/"">https://www.horizonassetinvestments.com/</a>
</p>

<p class=""MsoNormal""><strong><span lang=""EN-US"">Front-End Developer (Full-Time, Remote)</span></strong></p>
<p class=""MsoNormal""><span>&nbsp;</span></p>
<p class=""MsoNorm","Tue, 28 Apr 2026 11:00:27 +0000",weworkremotely.com
"comparis.ch: Backend Engineer, 80-100% (f/m/x)",Unknown,https://weworkremotely.com/remote-jobs/comparis-ch-backend-engineer-80-100-f-m-x,"<p>
  <strong>Headquarters:</strong> Zuerich
    <br /><strong>URL:</strong> <a href=""https://en.comparis.ch/"">https://en.comparis.ch/</a>
</p>

<div class=""SCXW152853260 BCX8"">
<div class=""OutlineElement Ltr SCXW152853260 BCX8"">
<p class=""Paragraph SCXW152853260 BCX8""><span class=""NormalTextRun SCXW152853260 BCX8"">What you will do</span><span class=""EOP SCXW152853260 BCX8"">&nbsp;</span></p>
</div>
<div class=""OutlineElement Ltr SCXW152853260 BCX8"">
<p class=""Paragraph SCXW152853260 BCX8""><span ","Mon, 27 Apr 2026 13:45:28 +0000",weworkremotely.com
EngagedMD: Staff Software Engineer,Unknown,https://weworkremotely.com/remote-jobs/engagedmd-staff-software-engineer,"<img src=""https://we-work-remotely.imgix.net/logos/0123/5852/logo.gif?ixlib=rails-4.0.0&amp;w=50&amp;h=50&amp;dpr=2&amp;fit=fill&amp;auto=compress"" />

<p>
  <strong>Headquarters:</strong> Washington, DC
    <br /><strong>URL:</strong> <a href=""https://engaged-md.com"">https://engaged-md.com</a>
</p>

<p>You’re an experienced engineer with exceptional skill and leadership ability, capable of making an impact across our product ecosystem. We’re EngagedMD and we have a patient journey application u","Fri, 27 Mar 2026 14:03:38 +0000",weworkremotely.com
Infinity: Founding Product & Engineering Lead - Radiance,Unknown,https://weworkremotely.com/remote-jobs/infinity-founding-product-engineering-lead-radiance,"<p>
  <strong>Headquarters:</strong> Remote
</p>

<h1><strong>Meet Radiance</strong></h1><p></p><h2><strong>The Source® of all your creative collateral.</strong></h2><p>Radiance is a digital design agency powered by <strong>The SOURCE®</strong>, a proprietary Creative OS that aligns every asset, message, and moment into one adaptive brand system.</p><p>We combine human-crafted design with intelligent systems to help modern brands operate with clarity, speed, and cohesion. Every engagement we del","Fri, 24 Apr 2026 20:31:40 +0000",weworkremotely.com
Far Out Scout: Customer Support Representative (AVC - 05052602),Unknown,https://weworkremotely.com/remote-jobs/far-out-scout-customer-support-representative-avc-05052602,"<p>
  <strong>Headquarters:</strong> Philippines
</p>

<h3>Client Overview</h3><p>The client is a Y-combinator backed AI platform revolutionizing the HVAC, Plumbing, and Electrical industries. Their innovative platform empowers technicians and representatives, enabling them to serve customers more efficiently and boost business revenue. With novel AI features deeply integrated with platforms like ServiceTitan, the client is at the forefront of transforming service delivery in these sectors.</p><","Fri, 24 Apr 2026 20:31:22 +0000",weworkremotely.com
Ci&t: [27408] - Data Product Analyst,Unknown,https://weworkremotely.com/remote-jobs/ci-t-27408-data-product-analyst,"<p>
  <strong>Headquarters:</strong> Brazil
</p>

<div class=""content""><div class=""section-wrapper page-full-width""><div class=""section page-centered""><div><span>We are <b>tech transformation </b>specialists, uniting human expertise with AI to create scalable tech solutions.</span></div><div><span>With over 8,000 CI&amp;Ters around the world, we’ve built partnerships with more than 1,000 clients during our 30 years of history. Artificial Intelligence is our reality.</span></div><div><br /></div>","Fri, 24 Apr 2026 20:31:12 +0000",weworkremotely.com
Cue: Senior Software Engineer,Unknown,https://weworkremotely.com/remote-jobs/cue-senior-software-engineer,"<p>
  <strong>Headquarters:</strong> Copenhagen, Denmark
    <br /><strong>URL:</strong> <a href=""https://getcue.com"">https://getcue.com</a>
</p>

<h1 class=""text-text-100 mt-3 -mb-1 text-[1.375rem] font-bold"">Senior Software Engineer</h1>
<h2 class=""text-text-100 mt-3 -mb-1 text-[1.125rem] font-bold"">About the Role</h2>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">We're looking for a Senior Software Engineer who wants to own problem spaces, not just complete ","Wed, 25 Mar 2026 20:21:42 +0000",weworkremotely.com
